2023-01-24,200,197,197,62,62,62,62,70,157,157,157,173,173,158,158,159,158,162,164,164,164,164,164,302,302,319,320,320,274,269,256,256,229,229,229,

2023-01-26,229,229,72,87,87,87,87,87,87,87,87,87,87,87,166,166,166,149,149,149,195,200,292,292,292,307,307,300,294,296,188,188,188,188,188,
